reviewer,paper_id,excluded,category,question,raw_value,tag
moritz,D2DZAIXP,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
moritz,D2DZAIXP,False,Explanation structure (RQ3),Generation technique,LLM-based,
moritz,D2DZAIXP,False,Explanation structure (RQ3),Explained robot part,Behaviour,
moritz,D2DZAIXP,False,Explanation structure (RQ3),Explanatory question,Underspecified,
moritz,D2DZAIXP,False,Explanation structure (RQ3),Planning level scope,Action level,
moritz,D2DZAIXP,False,Explanation structure (RQ3),Presentation modality,Text,
moritz,D2DZAIXP,False,Stakeholder (RQ4),HRI Type,Human supervision,
moritz,D2DZAIXP,False,Stakeholder (RQ4),Motivation,Transparency,
moritz,D2DZAIXP,False,Stakeholder (RQ4),Stakeholder type,Operator / End user (non-expert),
moritz,D2DZAIXP,False,Evaluation (RQ5),State of explainability,Pseudo-code,
moritz,D2DZAIXP,False,Evaluation (RQ5),Evaluation metrics,Not applicable,
moritz,D2DZAIXP,False,Evaluation (RQ5),Type of explainability evaluation,None,
moritz,RDC6P8JB,False,General information,Code available?,no,
moritz,RDC6P8JB,False,General information,Project status,Not applicable,
moritz,RDC6P8JB,False,General information,License,Not applicable,
moritz,RDC6P8JB,False,General information,Additional information,No additional information,
moritz,RDC6P8JB,False,Target platform (RQ1),Deployment,Underspecified,
moritz,RDC6P8JB,False,Target platform (RQ1),Robotic device,Underspecified,
moritz,RDC6P8JB,False,Target platform (RQ1),Simulation environment,Underspecified,
moritz,RDC6P8JB,False,Target platform (RQ1),Domain,Medical and healthcare,
moritz,RDC6P8JB,False,Target platform (RQ1),Use case,Other: recommender system,Other
moritz,RDC6P8JB,False,Target platform (RQ1),Location,Underspecified,
moritz,RDC6P8JB,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
moritz,RDC6P8JB,False,Software characteristics (RQ2),Middleware,Underspecified,
moritz,RDC6P8JB,False,Software characteristics (RQ2),Control algorithm,Cognitive architecture,
moritz,RDC6P8JB,False,Software characteristics (RQ2),Adaptation,None,
moritz,RDC6P8JB,False,Software characteristics (RQ2),Goal of adaptation,Not applicable,
moritz,RDC6P8JB,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Intrinsic,
moritz,RDC6P8JB,False,Explanation structure (RQ3),Generation technique,LLM-based,
moritz,RDC6P8JB,False,Explanation structure (RQ3),Explained robot part,Behaviour,
moritz,RDC6P8JB,False,Explanation structure (RQ3),Explanatory question,Underspecified,
moritz,RDC6P8JB,False,Explanation structure (RQ3),Planning level scope,Goal level,
moritz,RDC6P8JB,False,Explanation structure (RQ3),Planning level scope,Sequence level,
moritz,RDC6P8JB,False,Explanation structure (RQ3),Presentation modality,Text,
moritz,RDC6P8JB,False,Stakeholder (RQ4),HRI Type,Underspecified,
moritz,RDC6P8JB,False,Stakeholder (RQ4),Motivation,Trust (increase),
moritz,RDC6P8JB,False,Stakeholder (RQ4),Motivation,Mental model alignment,
moritz,RDC6P8JB,False,Stakeholder (RQ4),Motivation,"Other: user engagement, adherence to healthy behavior (food)",Other
moritz,RDC6P8JB,False,Stakeholder (RQ4),Stakeholder type,Operator / End user (non-expert),
moritz,RDC6P8JB,False,Evaluation (RQ5),State of explainability,Pseudo-code,
moritz,RDC6P8JB,False,Evaluation (RQ5),Evaluation metrics,Underspecified,
moritz,RDC6P8JB,False,Evaluation (RQ5),Type of explainability evaluation,None,
moritz,8XFR5LPQ,False,General information,Code available?,no,
moritz,8XFR5LPQ,False,General information,Project status,Not applicable,
moritz,8XFR5LPQ,False,General information,License,Not applicable,
moritz,8XFR5LPQ,False,General information,Additional information,No additional information,
moritz,8XFR5LPQ,False,Target platform (RQ1),Deployment,Underspecified,
moritz,8XFR5LPQ,False,Target platform (RQ1),Robotic device,Autonomous underwater vehicle,
moritz,8XFR5LPQ,False,Target platform (RQ1),Simulation environment,Not applicable,
moritz,8XFR5LPQ,False,Target platform (RQ1),Domain,Underspecified,
moritz,8XFR5LPQ,False,Target platform (RQ1),Use case,Navigation,
moritz,8XFR5LPQ,False,Target platform (RQ1),Location,Underspecified,
moritz,8XFR5LPQ,False,Target platform (RQ1),Multi Agent System,One human - multiple robots,
moritz,8XFR5LPQ,False,Software characteristics (RQ2),Middleware,Other: gRPC,Other
moritz,8XFR5LPQ,False,Software characteristics (RQ2),Control algorithm,Underspecified,
moritz,8XFR5LPQ,False,Software characteristics (RQ2),Adaptation,Discussion needed: example scenario for a single asset [under water drone] could then be for it: to be launched; to transit to a survey area while avoiding an exclusion zone;,Discussion needed
moritz,8XFR5LPQ,False,Software characteristics (RQ2),Goal of adaptation,Discussion needed: example scenario for a single asset [under water drone] could then be for it: to be launched; to transit to a survey area while avoiding an exclusion zone;,Discussion needed
moritz,8XFR5LPQ,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Intrinsic,
moritz,8XFR5LPQ,False,Explanation structure (RQ3),Generation technique,Discussion needed: MIRIAM (basead on semantic represetnation of user input and data retrieval from database),Discussion needed
moritz,8XFR5LPQ,False,Explanation structure (RQ3),Explained robot part,Behaviour,
moritz,8XFR5LPQ,False,Explanation structure (RQ3),Explanatory question,Why,
moritz,8XFR5LPQ,False,Explanation structure (RQ3),Planning level scope,Goal level,
moritz,8XFR5LPQ,False,Explanation structure (RQ3),Presentation modality,Visualization,
moritz,8XFR5LPQ,False,Explanation structure (RQ3),Presentation modality,Text,
moritz,8XFR5LPQ,False,Stakeholder (RQ4),HRI Type,Underspecified,
moritz,8XFR5LPQ,False,Stakeholder (RQ4),Motivation,User understanding,
moritz,8XFR5LPQ,False,Stakeholder (RQ4),Motivation,Other: awareness,Other
moritz,8XFR5LPQ,False,Stakeholder (RQ4),Stakeholder type,Operator / End user (non-expert),
moritz,8XFR5LPQ,False,Evaluation (RQ5),State of explainability,Pseudo-code,
moritz,8XFR5LPQ,False,Evaluation (RQ5),Type of explainability evaluation,None,
moritz,8XFR5LPQ,False,Evaluation (RQ5),Evaluation metrics,"Other: understandability, awareness",Other
moritz,VPXS3RJR,False,General information,Code available?,no,
moritz,VPXS3RJR,False,General information,Project status,Not applicable,
moritz,VPXS3RJR,False,General information,License,Not applicable,
moritz,VPXS3RJR,False,General information,Additional information,No additional information,
moritz,VPXS3RJR,False,Target platform (RQ1),Deployment,Real robot,
moritz,VPXS3RJR,False,Target platform (RQ1),Deployment,Robot simulation,
moritz,VPXS3RJR,False,Target platform (RQ1),Robotic device,Discussion needed: Need multi selection here: mobile robot (husky) for user study and manipulator for performance evaluatoin,Discussion needed
moritz,VPXS3RJR,False,Target platform (RQ1),Simulation environment,Gazebo,
moritz,VPXS3RJR,False,Target platform (RQ1),Domain,Underspecified,
moritz,VPXS3RJR,False,Target platform (RQ1),Use case,Navigation,
moritz,VPXS3RJR,False,Target platform (RQ1),Location,Laboratory,
moritz,VPXS3RJR,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
moritz,VPXS3RJR,False,Software characteristics (RQ2),Middleware,ROS1,
moritz,VPXS3RJR,False,Software characteristics (RQ2),Control algorithm,Underspecified,
moritz,VPXS3RJR,False,Software characteristics (RQ2),Adaptation,"Yes, with user involvement",
moritz,VPXS3RJR,False,Software characteristics (RQ2),Goal of adaptation,Self protection,
moritz,VPXS3RJR,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Underspecified,
moritz,VPXS3RJR,False,Explanation structure (RQ3),Generation technique,Underspecified,
moritz,VPXS3RJR,False,Explanation structure (RQ3),Explained robot part,Behaviour,
moritz,VPXS3RJR,False,Explanation structure (RQ3),Explained robot part,Perception,
moritz,VPXS3RJR,False,Explanation structure (RQ3),Explanatory question,What,
moritz,VPXS3RJR,False,Explanation structure (RQ3),Planning level scope,Action level,
moritz,VPXS3RJR,False,Explanation structure (RQ3),Planning level scope,Goal level,
moritz,VPXS3RJR,False,Explanation structure (RQ3),Presentation modality,Visualization,
moritz,VPXS3RJR,False,Explanation structure (RQ3),Presentation modality,Text,
moritz,VPXS3RJR,False,Stakeholder (RQ4),HRI Type,Human supervision,
moritz,VPXS3RJR,False,Stakeholder (RQ4),Motivation,Transparency,
moritz,VPXS3RJR,False,Stakeholder (RQ4),Motivation,Failure handling,
moritz,VPXS3RJR,False,Stakeholder (RQ4),Stakeholder type,Operator / End user (non-expert),
moritz,VPXS3RJR,False,Evaluation (RQ5),State of explainability,Evaluated,
moritz,VPXS3RJR,False,Evaluation (RQ5),Type of explainability evaluation,"User study, Quantitative",
moritz,VPXS3RJR,False,Evaluation (RQ5),Type of explainability evaluation,"Technical (Benchmark), Quantitative",
moritz,VPXS3RJR,False,Evaluation (RQ5),Evaluation metrics,User behavior (performance),
moritz,VPXS3RJR,False,Evaluation (RQ5),Evaluation metrics,Trust,
moritz,VPXS3RJR,False,Evaluation (RQ5),Evaluation metrics,Cognitive load,
moritz,YP7LB5NH,False,General information,Code available?,no,
moritz,YP7LB5NH,False,General information,Project status,Not applicable,
moritz,YP7LB5NH,False,General information,License,Not applicable,
moritz,YP7LB5NH,False,General information,Additional information,"Other: guidelines for future RFM development, with an emphasis on explainability, modularity, and robust benchmarking",Other
moritz,YP7LB5NH,False,Target platform (RQ1),Deployment,Robot simulation,
moritz,YP7LB5NH,False,Target platform (RQ1),Robotic device,Manipulator (unspecified) => Use if not further specified,
moritz,YP7LB5NH,False,Target platform (RQ1),Simulation environment,PyBullet,
moritz,YP7LB5NH,False,Target platform (RQ1),Domain,Underspecified,
moritz,YP7LB5NH,False,Target platform (RQ1),Use case,Manipulation,
moritz,YP7LB5NH,False,Target platform (RQ1),Location,Laboratory,
moritz,YP7LB5NH,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
moritz,YP7LB5NH,False,Software characteristics (RQ2),Middleware,Underspecified,
moritz,YP7LB5NH,False,Software characteristics (RQ2),Control algorithm,Other: Robotic Foundation Model (RFM),Other
moritz,YP7LB5NH,False,Software characteristics (RQ2),Adaptation,Discussion needed: @Andi: RFM are self adaptive by design I guess. But wanted to confirm with you. They,Discussion needed
moritz,YP7LB5NH,False,Software characteristics (RQ2),Goal of adaptation,Discussion needed: see adapation,Discussion needed
moritz,YP7LB5NH,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
moritz,YP7LB5NH,False,Explanation structure (RQ3),Generation technique,DL-based,
moritz,YP7LB5NH,False,Explanation structure (RQ3),Explained robot part,Discussion needed: Are heatmaps from a third person perspective behavior explanations? (See figures),Discussion needed
moritz,YP7LB5NH,False,Explanation structure (RQ3),Explanatory question,Underspecified,
moritz,YP7LB5NH,False,Explanation structure (RQ3),Planning level scope,Action level,
moritz,YP7LB5NH,False,Explanation structure (RQ3),Presentation modality,Plot,
moritz,YP7LB5NH,False,Stakeholder (RQ4),HRI Type,Underspecified,
moritz,YP7LB5NH,False,Stakeholder (RQ4),Motivation,Underspecified,
moritz,YP7LB5NH,False,Stakeholder (RQ4),Stakeholder type,Developer,
moritz,YP7LB5NH,False,Evaluation (RQ5),State of explainability,Implementation,
moritz,YP7LB5NH,False,Evaluation (RQ5),Type of explainability evaluation,Discussion needed: They evaluate a robotic foundation model based on heatmaps claiming benchmarks alone are not sufficient. So this is not a benchmark in the traditional sense. Maybe a qualitative technical evaluation?,Discussion needed
moritz,YP7LB5NH,False,Evaluation (RQ5),Evaluation metrics,Not applicable,
moritz,ECNJ7ST7,False,General information,Code available?,no,
moritz,ECNJ7ST7,False,General information,Project status,Not applicable,
moritz,ECNJ7ST7,False,General information,License,Not applicable,
moritz,ECNJ7ST7,False,General information,Additional information,"Other: They evaluated the expainability on four dimensions: Input/output,why/ why-not, how, how to (see section 3.3)",Other
moritz,ECNJ7ST7,False,Target platform (RQ1),Deployment,Robot simulation,
moritz,ECNJ7ST7,False,Target platform (RQ1),Robotic device,Mobile manipulator,
moritz,ECNJ7ST7,False,Target platform (RQ1),Simulation environment,Unity,
moritz,ECNJ7ST7,False,Target platform (RQ1),Domain,Underspecified,
moritz,ECNJ7ST7,False,Target platform (RQ1),Use case,Inspection,
moritz,ECNJ7ST7,False,Target platform (RQ1),Location,Laboratory,
moritz,ECNJ7ST7,False,Target platform (RQ1),Multi Agent System,"Discussion needed: this is a single human single robot but the agent controlling the robot consits of several agents (speech agent, llm agent, human behavior agent, ...)",Discussion needed
moritz,ECNJ7ST7,False,Software characteristics (RQ2),Middleware,Underspecified,
moritz,ECNJ7ST7,False,Software characteristics (RQ2),Control algorithm,Underspecified,
moritz,ECNJ7ST7,False,Software characteristics (RQ2),Adaptation,Underspecified,
moritz,ECNJ7ST7,False,Software characteristics (RQ2),Goal of adaptation,Underspecified,
moritz,ECNJ7ST7,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Underspecified,
moritz,ECNJ7ST7,False,Explanation structure (RQ3),Generation technique,LLM-based,
moritz,ECNJ7ST7,False,Explanation structure (RQ3),Generation technique,Underspecified,
moritz,ECNJ7ST7,False,Explanation structure (RQ3),Explained robot part,Perception,
moritz,ECNJ7ST7,False,Explanation structure (RQ3),Explained robot part,Behaviour,
moritz,ECNJ7ST7,False,Explanation structure (RQ3),Explanatory question,Why,
moritz,ECNJ7ST7,False,Explanation structure (RQ3),Explanatory question,What,
moritz,ECNJ7ST7,False,Explanation structure (RQ3),Planning level scope,Goal level,
moritz,ECNJ7ST7,False,Explanation structure (RQ3),Planning level scope,Sequence level,
moritz,ECNJ7ST7,False,Explanation structure (RQ3),Presentation modality,Visualization,
moritz,ECNJ7ST7,False,Explanation structure (RQ3),Presentation modality,Text,
moritz,ECNJ7ST7,False,Stakeholder (RQ4),HRI Type,Human robot teaming,
moritz,ECNJ7ST7,False,Stakeholder (RQ4),Motivation,Transparency,
moritz,ECNJ7ST7,False,Stakeholder (RQ4),Stakeholder type,Operator / End user (non-expert),
moritz,ECNJ7ST7,False,Evaluation (RQ5),State of explainability,Evaluated,
moritz,ECNJ7ST7,False,Evaluation (RQ5),Type of explainability evaluation,"User study, Quantitative",
moritz,ECNJ7ST7,False,Evaluation (RQ5),Evaluation metrics,Usability,
moritz,ECNJ7ST7,False,Evaluation (RQ5),Evaluation metrics,"Other: robot data usage for decision making,why/ why-not, how, how to (explaination dimensions)",Other
moritz,L9FN44UX,False,General information,Code available?,yes,
moritz,L9FN44UX,False,General information,Project status,unmaintained,
moritz,L9FN44UX,False,General information,License,Underspecified,
moritz,L9FN44UX,False,General information,Additional information,"Other: two-stage architecture, which first generates an explanation and then personalises it",Other
moritz,L9FN44UX,False,Target platform (RQ1),Deployment,Not applicable,
moritz,L9FN44UX,False,Target platform (RQ1),Robotic device,Manipulator (unspecified) => Use if not further specified,
moritz,L9FN44UX,False,Target platform (RQ1),Robotic device,Mobile robot (unspecified) => Use if not further specified,
moritz,L9FN44UX,False,Target platform (RQ1),Simulation environment,Not applicable,
moritz,L9FN44UX,False,Target platform (RQ1),Domain,Defense and security,
moritz,L9FN44UX,False,Target platform (RQ1),Domain,Consumer robot,
moritz,L9FN44UX,False,Target platform (RQ1),Use case,Manipulation,
moritz,L9FN44UX,False,Target platform (RQ1),Use case,"Discussion needed: ""robot is tasked to alert the nursing staff in case of hazardous situations for the patients, e.g., a fallen patient on the floor, as well as for internal failures"" -> Insepction or S&R?",Discussion needed
moritz,L9FN44UX,False,Target platform (RQ1),Location,Underspecified,
moritz,L9FN44UX,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
moritz,L9FN44UX,False,Target platform (RQ1),Multi Agent System,"Discussion needed: ""alert the nursing staff"" --> one human multiple humans?",Discussion needed
moritz,L9FN44UX,False,Software characteristics (RQ2),Middleware,Not applicable,
moritz,L9FN44UX,False,Software characteristics (RQ2),Control algorithm,Underspecified,
moritz,L9FN44UX,False,Software characteristics (RQ2),Adaptation,None,
moritz,L9FN44UX,False,Software characteristics (RQ2),Goal of adaptation,Not applicable,
moritz,L9FN44UX,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
moritz,L9FN44UX,False,Explanation structure (RQ3),Generation technique,LLM-based,
moritz,L9FN44UX,False,Explanation structure (RQ3),Explained robot part,Underspecified,
moritz,L9FN44UX,False,Explanation structure (RQ3),Explanatory question,Why,
moritz,L9FN44UX,False,Explanation structure (RQ3),Explanatory question,What,
moritz,L9FN44UX,False,Explanation structure (RQ3),Explanatory question,How,
moritz,L9FN44UX,False,Explanation structure (RQ3),Planning level scope,Underspecified,
moritz,L9FN44UX,False,Explanation structure (RQ3),Presentation modality,Underspecified,
moritz,L9FN44UX,False,Stakeholder (RQ4),HRI Type,Underspecified,
moritz,L9FN44UX,False,Stakeholder (RQ4),HRI Type,Coexistence,
moritz,L9FN44UX,False,Stakeholder (RQ4),Motivation,Discussion needed: personalization of explanations,Discussion needed
moritz,L9FN44UX,False,Stakeholder (RQ4),Stakeholder type,Operator / End user (non-expert),
moritz,L9FN44UX,False,Evaluation (RQ5),State of explainability,Evaluated,
moritz,L9FN44UX,False,Evaluation (RQ5),Type of explainability evaluation,"Technical (Benchmark), Quantitative",
moritz,L9FN44UX,False,Evaluation (RQ5),Evaluation metrics,Not applicable,
moritz,L9FN44UX,False,Evaluation (RQ5),Evaluation metrics,Other: Technical: prompt and response token size,Other
moritz,KVHPBABP,False,General information,Code available?,no,
moritz,KVHPBABP,False,General information,Project status,Not applicable,
moritz,KVHPBABP,False,General information,License,Not applicable,
moritz,KVHPBABP,False,General information,Additional information,No additional information,
moritz,KVHPBABP,False,Target platform (RQ1),Deployment,Robot simulation,
moritz,KVHPBABP,False,Target platform (RQ1),Robotic device,Mobile robot (unspecified) => Use if not further specified,
moritz,KVHPBABP,False,Target platform (RQ1),Simulation environment,Unity,
moritz,KVHPBABP,False,Target platform (RQ1),Domain,Underspecified,
moritz,KVHPBABP,False,Target platform (RQ1),Use case,Navigation,
moritz,KVHPBABP,False,Target platform (RQ1),Location,Laboratory,
moritz,KVHPBABP,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
moritz,KVHPBABP,False,Software characteristics (RQ2),Middleware,Other: python server via socket communication,Other
moritz,KVHPBABP,False,Software characteristics (RQ2),Control algorithm,RL,
moritz,KVHPBABP,False,Software characteristics (RQ2),Adaptation,"Yes, autonomous adaptation",
moritz,KVHPBABP,False,Software characteristics (RQ2),Goal of adaptation,Self protection,
moritz,KVHPBABP,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
moritz,KVHPBABP,False,Explanation structure (RQ3),Generation technique,DL-based,
moritz,KVHPBABP,False,Explanation structure (RQ3),Explained robot part,Perception,
moritz,KVHPBABP,False,Explanation structure (RQ3),Explanatory question,Underspecified,
moritz,KVHPBABP,False,Explanation structure (RQ3),Planning level scope,Action level,
moritz,KVHPBABP,False,Explanation structure (RQ3),Planning level scope,Policy level,
moritz,KVHPBABP,False,Explanation structure (RQ3),Presentation modality,Visualization,
moritz,KVHPBABP,False,Explanation structure (RQ3),Presentation modality,Plot,
moritz,KVHPBABP,False,Stakeholder (RQ4),HRI Type,Human supervision,
moritz,KVHPBABP,False,Stakeholder (RQ4),Motivation,Trust (unspecified),
moritz,KVHPBABP,False,Stakeholder (RQ4),Motivation,User understanding,
moritz,KVHPBABP,False,Stakeholder (RQ4),Stakeholder type,Operator / End user (non-expert),
moritz,KVHPBABP,False,Evaluation (RQ5),State of explainability,Evaluated,
moritz,KVHPBABP,False,Evaluation (RQ5),Type of explainability evaluation,"User study, Quantitative",
moritz,KVHPBABP,False,Evaluation (RQ5),Evaluation metrics,Understandability,
moritz,KVHPBABP,False,Evaluation (RQ5),Evaluation metrics,Trust,
moritz,KVHPBABP,False,Evaluation (RQ5),Evaluation metrics,"Other: plausability, SIPA scale",Other
moritz,9BFGZQSZ,True,General information,Code available?,"Discussion needed: They publish the ASTERISC to ROS-2 bridge here: https://github.com/fjrodl/astericsgrid_ros. Technically, this is part of the user study code, not all of it.",Discussion needed
moritz,9BFGZQSZ,True,General information,Project status,maintained,
moritz,9BFGZQSZ,True,General information,License,Apache,
moritz,9BFGZQSZ,True,General information,Additional information,No additional information,
moritz,9BFGZQSZ,True,Target platform (RQ1),Deployment,Not applicable,
moritz,9BFGZQSZ,True,Target platform (RQ1),Robotic device,Underspecified,
moritz,9BFGZQSZ,True,Target platform (RQ1),Simulation environment,Not applicable,
moritz,9BFGZQSZ,True,Target platform (RQ1),Domain,Underspecified,
moritz,9BFGZQSZ,True,Target platform (RQ1),Use case,Underspecified,
moritz,9BFGZQSZ,True,Target platform (RQ1),Location,Not applicable,
moritz,9BFGZQSZ,True,Target platform (RQ1),Multi Agent System,Underspecified,
moritz,9BFGZQSZ,True,Software characteristics (RQ2),Middleware,ROS2,
moritz,9BFGZQSZ,True,Software characteristics (RQ2),Control algorithm,Underspecified,
moritz,9BFGZQSZ,True,Software characteristics (RQ2),Adaptation,None,
moritz,9BFGZQSZ,True,Software characteristics (RQ2),Goal of adaptation,Not applicable,
moritz,9BFGZQSZ,True,Explanation structure (RQ3),Intrinsic vs. post-hoc,Underspecified,
moritz,MSCLRCYF,False,General information,Code available?,yes,
moritz,MSCLRCYF,False,General information,Project status,unmaintained,
moritz,MSCLRCYF,False,General information,License,MIT,
moritz,MSCLRCYF,False,General information,Additional information,No additional information,
moritz,MSCLRCYF,False,Target platform (RQ1),Deployment,Robot simulation,
moritz,MSCLRCYF,False,Target platform (RQ1),Robotic device,Underspecified,
moritz,MSCLRCYF,False,Target platform (RQ1),Simulation environment,Underspecified,
moritz,MSCLRCYF,False,Target platform (RQ1),Domain,Consumer robot,
moritz,MSCLRCYF,False,Target platform (RQ1),Use case,Manipulation,
moritz,MSCLRCYF,False,Target platform (RQ1),Location,Underspecified,
moritz,MSCLRCYF,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
moritz,MSCLRCYF,False,Software characteristics (RQ2),Middleware,Underspecified,
moritz,MSCLRCYF,False,Software characteristics (RQ2),Control algorithm,BDI Agent,
moritz,MSCLRCYF,False,Software characteristics (RQ2),Adaptation,Underspecified,
moritz,MSCLRCYF,False,Software characteristics (RQ2),Goal of adaptation,Underspecified,
moritz,MSCLRCYF,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Underspecified,
moritz,MSCLRCYF,False,Explanation structure (RQ3),Generation technique,Rule-based,
moritz,MSCLRCYF,False,Explanation structure (RQ3),Explained robot part,Underspecified,
moritz,MSCLRCYF,False,Explanation structure (RQ3),Explanatory question,Underspecified,
moritz,MSCLRCYF,False,Explanation structure (RQ3),Planning level scope,Underspecified,
moritz,MSCLRCYF,False,Explanation structure (RQ3),Presentation modality,Underspecified,
moritz,MSCLRCYF,False,Stakeholder (RQ4),HRI Type,Human supervision,
moritz,MSCLRCYF,False,Stakeholder (RQ4),Motivation,Mental model alignment,
moritz,MSCLRCYF,False,Stakeholder (RQ4),Stakeholder type,Operator / End user (non-expert),
moritz,MSCLRCYF,False,Evaluation (RQ5),State of explainability,Evaluated,
moritz,MSCLRCYF,False,Evaluation (RQ5),Type of explainability evaluation,"User study, Quantitative",
moritz,MSCLRCYF,False,Evaluation (RQ5),Evaluation metrics,"Other: Desire for explanation, Perceived surprise, Usefullnes",Other
moritz,GEAZVDJN,False,General information,Code available?,no,
moritz,GEAZVDJN,False,General information,Project status,Not applicable,
moritz,GEAZVDJN,False,General information,License,Not applicable,
moritz,GEAZVDJN,False,General information,Additional information,No additional information,
moritz,GEAZVDJN,False,Target platform (RQ1),Deployment,Real robot,
moritz,GEAZVDJN,False,Target platform (RQ1),Robotic device,Mobile robot (unspecified) => Use if not further specified,
moritz,GEAZVDJN,False,Target platform (RQ1),Simulation environment,Not applicable,
moritz,GEAZVDJN,False,Target platform (RQ1),Domain,Underspecified,
moritz,GEAZVDJN,False,Target platform (RQ1),Use case,Navigation,
moritz,GEAZVDJN,False,Target platform (RQ1),Location,Laboratory,
moritz,GEAZVDJN,False,Target platform (RQ1),Multi Agent System,Multiple humans - one robot,
moritz,GEAZVDJN,False,Software characteristics (RQ2),Middleware,ROS1,
moritz,GEAZVDJN,False,Software characteristics (RQ2),Middleware,ROS2,
moritz,GEAZVDJN,False,Software characteristics (RQ2),Control algorithm,Underspecified,
moritz,GEAZVDJN,False,Software characteristics (RQ2),Adaptation,"Yes, autonomous adaptation",
moritz,GEAZVDJN,False,Software characteristics (RQ2),Goal of adaptation,Self protection,
moritz,GEAZVDJN,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
moritz,GEAZVDJN,False,Explanation structure (RQ3),Generation technique,LLM-based,
moritz,GEAZVDJN,False,Explanation structure (RQ3),Generation technique,DL-based,
moritz,GEAZVDJN,False,Explanation structure (RQ3),Generation technique,"Other: vision language foundation models, Bootstrapping language-image pre-training for unified vision-language understanding and generation (BLIP), ""The robot is equipped with a modular explainability model implemented as four ROS2 nodes, 1) Camera Node, 2) BLIP Node, 3) Heatmap Node, and 4) LLM node""",Other
moritz,GEAZVDJN,False,Explanation structure (RQ3),Explained robot part,Perception,
moritz,GEAZVDJN,False,Explanation structure (RQ3),Explained robot part,Behaviour,
moritz,GEAZVDJN,False,Explanation structure (RQ3),Explanatory question,Underspecified,
moritz,GEAZVDJN,False,Explanation structure (RQ3),Planning level scope,Goal level,
moritz,GEAZVDJN,False,Explanation structure (RQ3),Presentation modality,Speech,
moritz,GEAZVDJN,False,Stakeholder (RQ4),HRI Type,Coexistence,
moritz,GEAZVDJN,False,Stakeholder (RQ4),Motivation,Transparency,
moritz,GEAZVDJN,False,Stakeholder (RQ4),Stakeholder type,Bystander,
moritz,GEAZVDJN,False,Evaluation (RQ5),State of explainability,Evaluated,
moritz,GEAZVDJN,False,Evaluation (RQ5),Type of explainability evaluation,"User study, Quantitative",
moritz,GEAZVDJN,False,Evaluation (RQ5),Evaluation metrics,Trust,
moritz,GEAZVDJN,False,Evaluation (RQ5),Evaluation metrics,Understandability,
moritz,GEAZVDJN,False,Evaluation (RQ5),Evaluation metrics,"Other: see TABLE II, missing in this answer is mapping of ""The information provided by the robot was clear and useful"" and ""I felt more in control when explanations were given""",Other
moritz,CG7GGI82,False,General information,Code available?,no,
moritz,CG7GGI82,False,General information,Project status,Not applicable,
moritz,CG7GGI82,False,General information,License,Not applicable,
moritz,CG7GGI82,False,General information,Additional information,No additional information,
moritz,CG7GGI82,False,Target platform (RQ1),Deployment,Robot recording,
moritz,CG7GGI82,False,Target platform (RQ1),Robotic device,Humanoid robot,
moritz,CG7GGI82,False,Target platform (RQ1),Robotic device,Mobile manipulator,
moritz,CG7GGI82,False,Target platform (RQ1),Simulation environment,Not applicable,
moritz,CG7GGI82,False,Target platform (RQ1),Domain,Consumer robot,
moritz,CG7GGI82,False,Target platform (RQ1),Use case,Other: Houshold chores,Other
moritz,CG7GGI82,False,Target platform (RQ1),Location,Not applicable,
moritz,CG7GGI82,False,Target platform (RQ1),Multi Agent System,Underspecified,
moritz,CG7GGI82,False,Software characteristics (RQ2),Middleware,Not applicable,
moritz,CG7GGI82,False,Software characteristics (RQ2),Control algorithm,Underspecified,
moritz,CG7GGI82,False,Software characteristics (RQ2),Adaptation,"Yes, autonomous adaptation",
moritz,CG7GGI82,False,Software characteristics (RQ2),Goal of adaptation,"Discussion needed: The system generates actions based on perceived social situations and is expected to adapt it's plan accordingly -> Self configuration? The paper also works a lot on a dataset, and no actual robot. Is this even applicable in this situation?",Discussion needed
moritz,CG7GGI82,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
moritz,CG7GGI82,False,Explanation structure (RQ3),Generation technique,LLM-based,
moritz,CG7GGI82,False,Explanation structure (RQ3),Explained robot part,Perception,
moritz,CG7GGI82,False,Explanation structure (RQ3),Explanatory question,Underspecified,
moritz,CG7GGI82,False,Explanation structure (RQ3),Planning level scope,Policy level,
